info, ----------------------------------------------------------------------
info, This file was exported by FaceCap (C) Niels Jansson. File format v1.0
info, ----------------------------------------------------------------------
info, This file only contains animation data, no meshes or blendshapes.
info, Get an importer at https://github.com/hizzlehoff/FaceCapImporters/
info, Get more information about FaceCap at http://www.bannaflak.com/
info, ----------------------------------------------------------------------
info, The line starting with: 'bs' (for blendshape) contains a list of
info, all the blendshape names in the order the data is stored in.
info, Each line starting with: 'k' (for keyframe) contains all the animation
info, data for a single keyframe. It is followed by a timestamp in
info, nano seconds, head position xyz, head eulerAngles xyz,
info, left-eye eulerAngles xy, right-eye eulerAngles xy
info, and the blendshape weight values.
info, ----------------------------------------------------------------------
info, Important:
info, Rotation order is XYZ
info, The scene scale depends on your software (scale by 100 or 0.01)
info, Blendshape values are stored from 0 to 1.0 + calibration.
info, The frames per second are handled by the import script(s).
info, ----------------------------------------------------------------------
bs,browInnerUp,browDown_L,browDown_R,browOuterUp_L,browOuterUp_R,eyeLookUp_L,eyeLookUp_R,eyeLookDown_L,eyeLookDown_R,eyeLookIn_L,eyeLookIn_R,eyeLookOut_L,eyeLookOut_R,eyeBlink_L,eyeBlink_R,eyeSquint_L,eyeSquint_R,eyeWide_L,eyeWide_R,cheekPuff,cheekSquint_L,cheekSquint_R,noseSneer_L,noseSneer_R,jawOpen,jawForward,jawLeft,jawRight,mouthFunnel,mouthPucker,mouthLeft,mouthRight,mouthRollUpper,mouthRollLower,mouthShrugUpper,mouthShrugLower,mouthClose,mouthSmile_L,mouthSmile_R,mouthFrown_L,mouthFrown_R,mouthDimple_L,mouthDimple_R,mouthUpperUp_L,mouthUpperUp_R,mouthLowerDown_L,mouthLowerDown_R,mouthPress_L,mouthPress_R,mouthStretch_L,mouthStretch_R,tongueOut
k,35,0.0,0.0,0.0,-2.9421,-0.7333,-0.7653,-0.2042,-1.3147,-0.2292,2.1007,0.152,0.0,0.0,0.069,0.065,0.007,0.008,0.0,0.0,0.044,0.07,0.0,0.0,-0.0,-0.0,0.246,0.245,0.615,0.615,0.079,0.025,0.032,0.061,0.064,0.093,0.064,-0.0,0.074,0.245,0.309,0.0,0.078,0.089,0.08,0.123,0.112,0.084,0.0,0.0,0.188,0.119,0.025,0.034,0.023,0.028,0.114,0.11,0.015,0.018,0.192,0.217,0.003
k,68,-0.0098,-0.0387,0.0182,-2.9664,-0.6615,-0.7671,-0.5616,-1.5932,-0.5864,1.8229,0.153,0.0,0.0,0.07,0.066,0.019,0.02,0.0,0.0,0.053,0.061,0.0,0.0,-0.0,-0.0,0.25,0.25,0.637,0.636,0.079,0.025,0.032,0.061,0.064,0.093,0.064,-0.0,0.074,0.244,0.31,0.0,0.076,0.089,0.08,0.123,0.112,0.084,0.0,0.0,0.186,0.119,0.025,0.034,0.023,0.028,0.115,0.11,0.015,0.018,0.192,0.217,0.004
k,101,-0.016,-0.0896,0.0141,-2.9456,-0.5638,-0.7349,-0.7875,-1.8908,-0.8126,1.5282,0.151,0.0,0.0,0.069,0.066,0.026,0.027,0.0,0.0,0.063,0.051,0.0,0.0,-0.0,-0.0,0.252,0.251,0.647,0.647,0.078,0.025,0.032,0.061,0.064,0.092,0.064,-0.0,0.074,0.244,0.311,0.0,0.075,0.089,0.08,0.122,0.112,0.084,0.0,0.0,0.184,0.116,0.025,0.034,0.023,0.028,0.115,0.11,0.015,0.018,0.192,0.217,0.003
k,135,-0.0293,-0.0995,0.022,-3.0059,-0.4305,-0.7345,-1.075,-1.9352,-1.1001,1.4817,0.151,0.0,0.0,0.067,0.064,0.036,0.037,0.0,0.0,0.065,0.049,0.0,0.0,-0.0,-0.0,0.253,0.252,0.659,0.658,0.078,0.025,0.032,0.061,0.064,0.093,0.064,-0.0,0.074,0.244,0.316,0.0,0.075,0.088,0.079,0.122,0.112,0.084,0.0,0.0,0.184,0.115,0.025,0.034,0.023,0.028,0.116,0.111,0.015,0.018,0.192,0.217,0.003
k,167,-0.0354,-0.1001,0.0075,-3.0069,-0.3742,-0.7139,-1.0818,-1.8128,-1.1067,1.6031,0.152,0.0,0.0,0.074,0.07,0.036,0.037,0.0,0.0,0.06,0.053,0.0,0.0,-0.0,-0.0,0.255,0.255,0.676,0.676,0.08,0.025,0.032,0.061,0.064,0.093,0.064,-0.0,0.074,0.245,0.339,0.0,0.077,0.088,0.079,0.122,0.112,0.085,0.0,0.0,0.201,0.127,0.025,0.034,0.023,0.028,0.116,0.111,0.015,0.018,0.192,0.218,0.002
k,201,-0.0524,-0.0657,0.0139,-2.9336,-0.325,-0.6962,-0.8732,-1.7659,-0.8981,1.6505,0.152,0.0,0.0,0.076,0.072,0.029,0.03,0.0,0.0,0.059,0.055,0.0,0.0,-0.0,-0.0,0.257,0.257,0.681,0.68,0.081,0.025,0.032,0.061,0.064,0.096,0.064,-0.0,0.074,0.245,0.344,0.0,0.077,0.089,0.079,0.122,0.112,0.087,0.0,0.0,0.187,0.118,0.025,0.033,0.022,0.028,0.117,0.112,0.015,0.017,0.192,0.218,0.001
k,234,-0.081,-0.0529,0.0495,-2.967,-0.2855,-0.6827,-0.9246,-1.8571,-0.9496,1.5621,0.152,0.0,0.0,0.073,0.069,0.031,0.032,0.0,0.0,0.062,0.052,0.0,0.0,-0.0,-0.0,0.258,0.258,0.667,0.667,0.081,0.025,0.032,0.061,0.064,0.097,0.064,-0.0,0.074,0.245,0.344,0.0,0.077,0.089,0.078,0.121,0.112,0.088,0.0,0.0,0.184,0.117,0.024,0.033,0.022,0.027,0.117,0.113,0.015,0.017,0.192,0.218,0.003
k,268,-0.0978,-0.0434,0.0728,-3.0159,-0.2899,-0.6625,-1.0887,-1.7898,-1.1135,1.6318,0.152,0.0,0.0,0.073,0.069,0.036,0.037,0.0,0.0,0.06,0.054,0.0,0.0,-0.0,-0.0,0.258,0.258,0.665,0.664,0.082,0.025,0.032,0.061,0.064,0.098,0.065,-0.0,0.074,0.247,0.34,0.0,0.078,0.089,0.079,0.121,0.112,0.088,0.0,0.0,0.186,0.117,0.024,0.033,0.022,0.027,0.117,0.113,0.015,0.017,0.192,0.219,0.003
k,302,-0.1296,-0.0293,0.1472,-3.0697,-0.2837,-0.5788,-1.0731,-1.7629,-1.098,1.6605,0.151,0.0,0.0,0.071,0.067,0.036,0.037,0.0,0.0,0.059,0.055,0.0,0.0,-0.0,-0.0,0.259,0.258,0.663,0.662,0.082,0.025,0.032,0.061,0.064,0.097,0.065,-0.0,0.074,0.248,0.324,0.0,0.078,0.089,0.079,0.121,0.112,0.088,0.0,0.0,0.199,0.13,0.025,0.033,0.022,0.027,0.115,0.111,0.015,0.017,0.192,0.219,0.003
k,335,-0.1694,-0.0236,0.1463,-3.0988,-0.2743,-0.5112,-0.9573,-1.7787,-0.9822,1.6467,0.151,0.0,0.0,0.071,0.067,0.032,0.033,0.0,0.0,0.059,0.055,0.0,0.0,-0.0,-0.0,0.259,0.258,0.661,0.66,0.082,0.025,0.032,0.061,0.064,0.097,0.065,-0.0,0.074,0.248,0.319,0.0,0.078,0.089,0.08,0.12,0.112,0.088,0.0,0.0,0.202,0.13,0.025,0.034,0.022,0.027,0.115,0.11,0.015,0.017,0.193,0.22,0.004
